This files contains the behavioral limits for LA03 at Langtjern
The performance measure was: MME
The limits are given for the period: 1982/01/01 to 2013/12/31
The uncertainty quantiles are: 
0.025,0.05,0.5,0.95,0.975
---------------------------------------------------------------------------------------------------
6.71854e-005,0.000370884,0.000681363,0.0010834,0.0016491
6.61512e-005,0.00036929,0.000663592,0.00107498,0.00164039
6.62668e-005,0.000371052,0.000649275,0.00106666,0.00163176
6.52139e-005,0.000372412,0.000636298,0.00105212,0.00161725
6.42126e-005,0.0003734,0.000628846,0.00104394,0.00154279
6.50841e-005,0.000372723,0.000624087,0.00104029,0.00146468
6.41349e-005,0.000373786,0.00061522,0.00102941,0.00138824
6.04682e-005,0.000374528,0.000606382,0.00102033,0.00130099
5.69916e-005,0.00037627,0.000596725,0.00100974,0.00112253
5.61636e-005,0.000378127,0.000587357,0.000977285,0.00114366
5.53641e-005,0.000379079,0.000574277,0.000902441,0.00113324
5.45054e-005,0.000381519,0.000567862,0.00093002,0.00112477
5.4028e-005,0.000383877,0.000562727,0.000936443,0.00111613
7.74661e-005,0.000644241,0.000770107,0.00109966,0.00254126
0.000101846,0.000543319,0.000778133,0.00108209,0.00235478
0.000113001,0.000487482,0.000799727,0.00107858,0.00225881
0.000122608,0.000503602,0.000790308,0.00107383,0.00216113
0.000116349,0.00053917,0.00078273,0.0010617,0.00201543
0.000120312,0.000562854,0.000762785,0.00104829,0.00193934
0.000121509,0.000546655,0.000763534,0.0010471,0.00182886
0.000120707,0.000505102,0.000758195,0.00104006,0.00180356
0.000119428,0.000473322,0.00072958,0.00102666,0.00161871
0.00011718,0.000432401,0.000714717,0.00101644,0.00141209
0.000109276,0.000399516,0.000703587,0.000995085,0.00128614
0.00010515,0.000367757,0.000704386,0.00097241,0.00129282
0.000101022,0.000341127,0.000698312,0.00095903,0.00121881
0.000104082,0.000320458,0.000690076,0.000906772,0.00113353
9.96336e-005,0.000299647,0.000697078,0.000892929,0.00103519
9.70255e-005,0.00027906,0.000667563,0.000891658,0.000964741
9.51431e-005,0.000263455,0.000618207,0.000859593,0.000991728
