This files contains the behavioral limits for LA03 at Langtjern
The performance measure was: MME
The limits are given for the period: 1985/01/01 to 1989/12/31
The uncertainty quantiles are:
0.025,0.05,0.5,0.95,0.975
---------------------------------------------------------------------------------------------------
0.00310893,0.00351204,0.00387441,0.00447925,0.00491603
0.0028361,0.00303127,0.00328967,0.0039212,0.00462115
0.00256708,0.00279513,0.00284425,0.00331358,0.00435431
0.00241219,0.0024148,0.00256225,0.0029992,0.00417587
0.00204878,0.00223508,0.00224234,0.00267279,0.00394324
0.00177515,0.00199871,0.00206589,0.00257617,0.00382227
0.0016106,0.00172196,0.00195661,0.0024694,0.00359332
0.0013466,0.00150334,0.00180917,0.0023731,0.00343431
0.0012811,0.00134386,0.00174703,0.00231472,0.00327767
0.00112109,0.00125306,0.00162299,0.00222119,0.00315443
0.000987898,0.00113154,0.00164473,0.00214807,0.00298993
0.000904406,0.00105324,0.00157966,0.002083,0.00285964
0.000837032,0.000936329,0.00153259,0.00204798,0.0027272
0.000778347,0.00089669,0.00151201,0.00202052,0.00260886
0.000724904,0.000833654,0.00148171,0.00199249,0.00248187
0.000686816,0.000770936,0.00144531,0.00196798,0.00243074
0.000660863,0.000708113,0.00141875,0.00194752,0.00216351
0.000628566,0.000686744,0.00139166,0.00191897,0.0021707
0.000642098,0.000649216,0.00135844,0.00189424,0.00219213
0.000568015,0.000619087,0.00134157,0.00189781,0.00218688
0.000570749,0.000607914,0.00132255,0.00187394,0.00218049
0.00057188,0.000601108,0.00130423,0.0018548,0.00220532
0.000554627,0.000582185,0.00128012,0.00183214,0.00215613
0.000513004,0.000580731,0.00127751,0.00181648,0.00212731
0.000501238,0.000565217,0.00126487,0.00180388,0.00215876
0.000488997,0.000553997,0.00123942,0.00178648,0.0021022
0.000481125,0.000544466,0.00121222,0.00177243,0.00209966
0.000468199,0.000528858,0.00122786,0.00175853,0.00199107
0.000462765,0.000504349,0.00123329,0.0017353,0.00196839
0.000450832,0.000517898,0.00120043,0.00172514,0.00192829
0.000437414,0.000539759,0.00118465,0.00170537,0.00193457
0.000443971,0.000524132,0.00112283,0.00168517,0.00192133
