This files contains the behavioral limits for LA03 at Langtjern
The performance measure was: NSE
The limits are given for the period: 1982/01/01 to 2013/12/31
The uncertainty quantiles are: 
0.025,0.05,0.5,0.95,0.975
---------------------------------------------------------------------------------------------------
1.69141e-005,1.84523e-005,0.0003073,0.00229231,0.00301426
1.65892e-005,1.7945e-005,0.000301174,0.00226759,0.00296417
1.62569e-005,1.76547e-005,0.000297777,0.00226485,0.00284608
1.56869e-005,1.71605e-005,0.000292485,0.00224316,0.00290918
1.53938e-005,1.68991e-005,0.000288043,0.00222161,0.00288064
1.50476e-005,1.65977e-005,0.000286646,0.00220056,0.00285301
1.47547e-005,1.61815e-005,0.000281488,0.00222512,0.00280861
1.44879e-005,1.58264e-005,0.000273771,0.002196,0.00275734
1.42751e-005,1.54936e-005,0.000272219,0.00217622,0.00272917
1.40085e-005,1.52464e-005,0.000266877,0.00219138,0.00272372
1.37499e-005,1.48998e-005,0.000265292,0.00215872,0.00263024
1.36464e-005,1.46339e-005,0.000264901,0.00212858,0.00262512
1.34892e-005,1.43604e-005,0.000260187,0.00207106,0.00260582
1.34291e-005,1.46872e-005,0.000588818,0.00806465,0.013073
1.32104e-005,1.45163e-005,0.000665532,0.00706823,0.00999004
1.29456e-005,1.41861e-005,0.000658601,0.00592356,0.008372
1.2826e-005,1.39591e-005,0.000667367,0.00541404,0.00713228
1.25879e-005,1.37198e-005,0.000638878,0.00457468,0.00612308
1.23685e-005,1.34619e-005,0.00058584,0.00410906,0.00583148
1.21669e-005,1.32391e-005,0.000574332,0.00367736,0.00519915
1.19818e-005,1.29836e-005,0.000534862,0.00346432,0.00498622
1.1801e-005,1.27292e-005,0.000509867,0.0031516,0.00443023
1.15582e-005,1.25178e-005,0.000480863,0.00308756,0.0041807
1.14607e-005,1.23278e-005,0.000455193,0.00286816,0.00400627
1.11949e-005,1.20625e-005,0.00043164,0.00263262,0.0037079
1.10637e-005,1.20184e-005,0.000397556,0.00256829,0.00339524
1.09406e-005,1.18017e-005,0.000380548,0.00246761,0.00326598
1.07617e-005,1.15825e-005,0.000354667,0.00237541,0.00298624
